"Dataset" "MW_PRE1" "MW_POST1" "MeanDiff_PRE1_POST1" "SD_PRE1" "SD_POST1" "Cohens_d_PRE1_POST1" "Cor_PRE1_POST1" "Cor_pairwise_PRE1_PRE2" "Cor_pairwise_PRE2_PRE3" "Cor_pairwise_PRE3_PRE4" "Cor_pairwise_PRE4_PRE5" "Cor_pairwise_POST1_POST2" "Cor_pairwise_POST2_POST3" "Cor_pairwise_POST3_POST4" "Cor_pairwise_POST4_POST5"
"62" "cor_07_dataset_k62" 10.41208 9.63381 0.778269999999999 3.45428855116274 4.2540775563756 0.200850441245173 0.386424582492291 0.655950189872872 0.658315593702367 0.652461919183421 0.654459121290412 0.681299924083309 0.682214185260632 0.683701904530279 0.680404889956412
"63" "cor_04_dataset_k1" 10.38685 4.59407 5.79278 3.45139916542002 4.23644548056541 1.49920094498206 0.184446921819178 0.323994218559674 0.327071331611386 0.329018994161347 0.323633159683076 0.292366294851817 0.285090682667585 0.29452302629816 0.287971865983713
"64" "cor_04_dataset_k2" 10.4088 5.19607 5.21273 3.44851873748931 4.22143396965387 1.35241051641463 0.186740684503629 0.329100541741859 0.324569409761425 0.323092776896365 0.325528155225875 0.309866181577125 0.308947469332905 0.311593571892529 0.306687378013971
"65" "cor_04_dataset_k3" 10.39016 5.43663 4.95353 3.46805643676029 4.25201893689932 1.27671944689534 0.185657598928239 0.330484345498323 0.33012596744204 0.323754980013693 0.324283303527433 0.310127400242156 0.315128596804184 0.309005194257628 0.312669823214364
"66" "cor_04_dataset_k4" 10.39056 5.56006 4.8305 3.46136428259537 4.24722652865748 1.24681470226678 0.187182054535487 0.326897105538018 0.324603158373628 0.322665248966748 0.328805446715509 0.310301729238865 0.315556405847292 0.316289541532137 0.310171570131461
"67" "cor_04_dataset_k5" 10.38195 5.59399 4.78796 3.45368838738164 4.22943787770285 1.24005238851806 0.186207492018932 0.328065449301496 0.32605865375038 0.325221482749281 0.321709492635918 0.317677721806865 0.316580533808082 0.322535431486535 0.310700880270017
"68" "cor_04_dataset_k6" 10.38983 5.65714 4.73269 3.43792099445401 4.22904077401232 1.22804690443878 0.185674671202196 0.325018903903016 0.32517849500746 0.325179716557797 0.327644652443817 0.314325598657763 0.315020281570849 0.309025465277185 0.315718225629438
"69" "cor_04_dataset_k7" 10.39056 5.69733 4.69323 3.43763306064079 4.21193046888036 1.22082009512702 0.187692835463692 0.325411136194716 0.329384472664761 0.329178014942957 0.324575916904696 0.318623250041027 0.311654100659777 0.317972821579136 0.311154052428048
"70" "cor_04_dataset_k8" 10.38156 5.82337 4.55819 3.45632339750121 4.2253793180499 1.18086235166877 0.184229029233887 0.32649455832101 0.326051727151907 0.327996255739818 0.322981827024144 0.320929117526179 0.319284691401094 0.318571288859587 0.320802044110245
"71" "cor_04_dataset_k9" 10.37462 5.91452 4.4601 3.42009310194449 4.22229220295262 1.16082351749109 0.18044698433572 0.32994660268903 0.327355273503823 0.323867586864802 0.321582263949666 0.318651119553525 0.316783603655434 0.313517120836344 0.318185077107243
"72" "cor_04_dataset_k10" 10.40887 6.03127 4.3776 3.44879895981814 4.24781033310413 1.13145922118138 0.185949550231741 0.328446041544462 0.322657507010792 0.324766517082294 0.326474795435458 0.316520041536239 0.318820877690553 0.323099236473205 0.317117192418584
"73" "cor_04_dataset_k11" 10.40923 6.13851 4.27072 3.45446669407905 4.24039205606603 1.10427420850762 0.184068853085692 0.325094191555752 0.325900149549864 0.325463856343034 0.326285557562224 0.322115435021107 0.32343919084117 0.324987069406761 0.325232354421013
"74" "cor_04_dataset_k12" 10.38527 6.29754 4.08773 3.45362364803448 4.22802893919698 1.05891665872863 0.182486620200776 0.317055602829864 0.325757633887488 0.325483294006982 0.32311728252946 0.320466190410575 0.325819919625788 0.321296764057279 0.320122196312487
"75" "cor_04_dataset_k13" 10.36866 6.31603 4.05263 3.45651692885957 4.23388642939829 1.04860114287528 0.184269317389335 0.321543952772448 0.324207605684923 0.326638766084021 0.32427482399298 0.318282318129891 0.325497694800422 0.321720994135762 0.323938496646727
"76" "cor_04_dataset_k14" 10.38547 6.65372 3.73175 3.45284261157687 4.22775695858797 0.966825696887598 0.182883792078359 0.328142548501146 0.32906659636613 0.325603690537253 0.329385814521194 0.326094521686677 0.329350489219397 0.324242640534669 0.332386864722602
"77" "cor_04_dataset_k15" 10.38858 6.68834 3.70024 3.45095127091745 4.21124036239371 0.96112383059833 0.18206635899447 0.328595577339197 0.330195762902498 0.328034876101001 0.3227677359735 0.332671402619489 0.324483397721765 0.324248590411295 0.326004393199002
"78" "cor_04_dataset_k16" 10.39087 6.86084 3.53003 3.44845901263095 4.2436534472487 0.912965632083394 0.179937686869647 0.323166023195113 0.325021482437091 0.322627822029673 0.328589237075133 0.331050540292698 0.327140428503434 0.327777036137845 0.325390401997068
"79" "cor_04_dataset_k17" 10.38767 6.97686 3.41081 3.46763928578538 4.24081647629839 0.88053460104499 0.181898288039663 0.327443970478981 0.32904353325175 0.327848693263896 0.331170383166856 0.331010590015434 0.326207770339491 0.334800748514782 0.32305385233291
"80" "cor_04_dataset_k18" 10.38368 7.07323 3.31045 3.4395156578041 4.24820524922918 0.856504774587911 0.182773893876226 0.321287518632284 0.326020996994945 0.324413506481963 0.324272705758269 0.329827594714725 0.331496479444382 0.329499105955781 0.329837438635783
"81" "cor_04_dataset_k19" 10.41322 7.15489 3.25833 3.42649188530579 4.21824809892332 0.8479017284508 0.177727193383787 0.324689473769909 0.324018211414332 0.325937912086839 0.327787520436143 0.328155014529555 0.332253508889112 0.331624764791006 0.331405471634512
"82" "cor_04_dataset_k20" 10.37918 7.24439 3.13479 3.45028427411651 4.23687420617256 0.811354793204305 0.178609468752968 0.321155859925768 0.329488971542285 0.326020101551939 0.325060231032316 0.327983715529533 0.328324367790905 0.331647808056087 0.330812419679484
"83" "cor_04_dataset_k21" 10.39331 7.30076 3.09255 3.45788617708393 4.22668452466241 0.800874596207905 0.183795588965076 0.325360801780061 0.320767752489105 0.325225835812213 0.328834417832209 0.330477234395239 0.329021530297546 0.328601153969831 0.332599624836415
"84" "cor_04_dataset_k22" 10.40933 7.36603 3.0433 3.450973492115 4.22662876096385 0.788758451049352 0.181958893842166 0.318878554654222 0.328041945875876 0.331955224233758 0.320785043668251 0.327300844323491 0.328984004191714 0.33496772609919 0.326503257106482
"85" "cor_04_dataset_k23" 10.40242 7.41171 2.99071 3.44276003659371 4.2238635496584 0.776171564063007 0.182685473066354 0.3233372555478 0.321764918378448 0.32393406207941 0.324658483020522 0.333115162682463 0.334322695847751 0.327220507062447 0.331418126265637
"86" "cor_04_dataset_k24" 10.39189 7.50463 2.88726 3.4444434775169 4.23847121135464 0.747623233432999 0.177458420917222 0.329472056276039 0.329576837136604 0.326412743521387 0.327950273437536 0.336480227225339 0.33833589707938 0.336098674074011 0.33688731223785
"87" "cor_04_dataset_k25" 10.3872 7.54823 2.83897 3.44608689895498 4.23275950529088 0.735576189692459 0.184090090001617 0.323940260030477 0.324499448985531 0.322815558325678 0.330900924666495 0.336400749050772 0.329952471912555 0.333732976381946 0.332303532375677
"88" "cor_04_dataset_k26" 10.38255 7.85692 2.52563 3.47234014303908 4.22833382098304 0.65281207880628 0.182977325739275 0.326009430076425 0.326874118714883 0.327440044738415 0.321916165869543 0.334318441499137 0.333495863748356 0.335385488814601 0.334206880896978
"89" "cor_04_dataset_k27" 10.37221 7.89421 2.478 3.445430078493 4.22199913887572 0.643080563602894 0.183542015084074 0.325050474670158 0.32413539190522 0.321549772613371 0.327661678373278 0.338185475964994 0.334202262213837 0.339065753037274 0.331888192658682
"90" "cor_04_dataset_k28" 10.38145 7.93035 2.4511 3.45557018553423 4.22151360169204 0.635395204376954 0.180942011163705 0.329129804955551 0.325081137974889 0.326610272433172 0.327549552528227 0.334679253361749 0.336414799068358 0.330744277951552 0.333680977467949
"91" "cor_04_dataset_k29" 10.38786 8.01773 2.37013 3.45312957495641 4.2398461540549 0.612983340329832 0.183496902982236 0.328667572881291 0.329413694618875 0.330617609023909 0.32510389591904 0.332023893816567 0.334580411208191 0.332779904847465 0.331780543714467
"92" "cor_04_dataset_k30" 10.38995 8.05231 2.33764 3.45967465103106 4.2246647372095 0.605423995001448 0.178278183025359 0.32870562710095 0.329243513890939 0.329687896619211 0.323160409538053 0.329127332014842 0.334933955752239 0.333970021156253 0.333587727677635
"93" "cor_04_dataset_k31" 10.42795 8.13902 2.28893 3.44029753858173 4.23615779804399 0.593171400837677 0.179137258530286 0.322940816170458 0.326349289619788 0.321717649027392 0.32388714551783 0.335221675821691 0.338653464244753 0.334947102218702 0.332102122946651
"94" "cor_04_dataset_k32" 10.40311 8.21004 2.19307 3.44736292998166 4.23761994197542 0.567747806279741 0.181831579435306 0.327259455109252 0.329759225813642 0.326954268615046 0.323129444730453 0.334117421601487 0.333792158999614 0.334999993606054 0.332139995284503
"95" "cor_04_dataset_k33" 10.37483 8.34711 2.02772 3.44951756957616 4.22296139953112 0.525904304028341 0.176123896005652 0.329229611798172 0.327046568367356 0.323801796067634 0.325083057505766 0.338027524339492 0.33477300738272 0.335587403993462 0.328985253058714
"96" "cor_04_dataset_k34" 10.3751 8.39906 1.97604 3.44826027077263 4.2280953021779 0.51220178666654 0.180593691905885 0.330361348702092 0.325142432411674 0.324082805464384 0.324995000186383 0.33613987571469 0.333187802916507 0.334468426325538 0.337816315073348
"97" "cor_04_dataset_k35" 10.38518 8.50497 1.88021 3.46403180741223 4.21573872810333 0.48732374623467 0.177055488417029 0.32908339604573 0.325168245402735 0.321383512281666 0.325692779964053 0.333417506341087 0.331440176670654 0.33691618917255 0.340354852257246
"98" "cor_04_dataset_k36" 10.38428 8.6045 1.77978 3.4540915142888 4.23666841322193 0.460458233099165 0.18558148925293 0.326365952999936 0.330294266854888 0.328306217191949 0.322862093125879 0.338154476662031 0.337684735412393 0.334458121864983 0.338117504840727
"99" "cor_04_dataset_k37" 10.38721 8.67469 1.71252 3.42586569810578 4.22293993991358 0.445375806262246 0.177018666654271 0.321180814440743 0.326159353815982 0.325427140833621 0.321627381469902 0.3364311280112 0.336028653442927 0.34045094721459 0.337634154029856
"100" "cor_04_dataset_k38" 10.39443 10.35871 0.0357199999999995 3.4408942693192 4.22962599212511 0.00926472905187308 0.179210155653431 0.3234898871596 0.324523007438092 0.324172847379377 0.327454993826464 0.336721120640611 0.340528853981866 0.340845825914839 0.34500853549037
"101" "cor_04_dataset_k39" 10.39 10.40792 -0.0179200000000002 3.45375727062468 4.22860971064969 -0.00464167874466717 0.181053858044546 0.32038205085882 0.327150123535357 0.322778157316345 0.325563380949558 0.341294019266418 0.340767389465237 0.343991214792244 0.338851903150572
"102" "cor_04_dataset_k40" 10.39054 8.80398 1.58656 3.44454019529045 4.2431446124734 0.410544452071136 0.176812786619631 0.327313359727359 0.325162859476989 0.325019854827725 0.32760171224582 0.339127897920284 0.335587404271892 0.345803469294453 0.337434682325386
"103" "cor_04_dataset_k41" 10.4029 10.25082 0.152080000000002 3.42620912658433 4.23849371544771 0.0394622232542612 0.177429861409247 0.330918033694224 0.325746803396486 0.32324771196745 0.324118878185507 0.338736090509653 0.336072333958611 0.33686758676137 0.346877533664635
